000 A Sea Zone  (14126,656)  (14050,581)  (14128,804)  (13975,506)  (14075,506)  (13950,619)  (14028,847)  (14128,879)  (13900,431)  (14000,431)  (14100,431)  (13875,523)  (14028,922)  (13834,948)  (14128,954)  (13825,356)  (13925,356)  | overflowToLeft=false
Tangier  (4451,3862)  (4505,3917)  (4445,3917)  (4420,3807)  (4385,3904)  (4565,3908)  | overflowToLeft=false
Tanimbar Is.  (11839,5712)  | overflowToLeft=false
Tarakan-E.Borneo  (11144,5661)  (11084,5623)  (11094,5551)  (11142,5472)  (11196,5528)  (11222,5592)  | overflowToLeft=false
Tarawa-Gilbert Is.  (14117,5486)  | overflowToLeft=false
Tasmania  (13074,7880)  | overflowToLeft=false
Taymyr  (10154,460)  (10208,515)  (10148,515)  (10098,405)  (10158,405)  (10094,460)  (10214,460)  (10218,396)  (10088,525)  (10263,570)  (10203,570)  (10043,350)  (10103,350)  (10268,515)  (10038,405)  (10034,470)  (10163,341)  | overflowToLeft=false
Tbilisi-Georgia  (7677,2985)  (7731,3040)  (7671,3040)  (7617,2956)  (7737,2977)  (7786,3095)  (7726,3095)  (7791,3032)  (7557,2911)  (7846,3087)  (7851,3024)  (7497,2903)  (7906,3079)  | overflowToLeft=false
Tehran  (7941,3455)  (7953,3385)  (8028,3389)  (7940,3306)  (8014,3275)  (8070,3318)  | overflowToLeft=false
Tenere  (5428,4523)  (5375,4598)  (5470,4631)  (5584,4645)  (5690,4616)  | overflowToLeft=false
Texas  (221,2897)  (275,2952)  (215,2952)  (165,2842)  (225,2842)  (161,2897)  (281,2897)  (285,2833)  (155,2962)  (330,3007)  (270,3007)  (110,2787)  (170,2787)  (335,2952)  (105,2842)  (101,2907)  (210,3017)  (150,3017)  (341,2888)  | overflowToLeft=false


Thessaloniki  (6395,3340)  (6471,3357)  | overflowToLeft=false


Thrace  (6531,3264)  (6629,3268)  | overflowToLeft=false


Tibesti  (5868,4668)  (5872,4576)  (5966,4645)  (6014,4727)  (6063,4634)  (6398,4718)  (6504,4679)  (6113,4781)  | overflowToLeft=false
Timbuktu-Mali  (4989,4743)  (5071,4675)  (5094,4765)  (4759,4676)  (4683,4603)  (4595,4512)  (4662,4420)  (4752,4477)  (4850,4553)  (4955,4613)  | overflowToLeft=false
Timor  (11770,6384)  | overflowToLeft=false
Tobruk  (6383,4098)  (6437,4153)  (6377,4153)  (6323,4098)  (6442,4208)  | overflowToLeft=false
Tohoku  (12397,2884)  (12351,2821)  (12314,2704)  (12382,2661)  | overflowToLeft=false
Tokyo  (12336,3096)  (12323,3160)  (12428,3037)  (12448,3090)  (12441,3175)  (12382,3176)  (12365,3040)  (12387,3126)  | overflowToLeft=false
Tomsk  (9085,1400)  (9139,1455)  (9079,1455)  (9029,1345)  (9089,1345)  (9025,1400)  (9145,1400)  (9149,1336)  (9019,1465)  (9194,1510)  (9134,1510)  (8974,1290)  (9034,1290)  (9199,1455)  (8969,1345)  (8965,1410)  (9094,1281)  | overflowToLeft=false
Toronto-S.Ontario  (747,1756)  (700,1811)  (687,1756)  (807,1756)  (822,1811)  (640,1839)  (627,1784)  (627,1729)  (882,1790)  (882,1845)  (908,1900)  (580,1872)  (567,1817)  (567,1762)  (567,1707)  (942,1793)  (532,1652)  (965,1955)  | overflowToLeft=false
Toulouse  (5059,2900)  (5113,2897)  (5006,2775)  (5068,2765)  (5163,2835)  (4993,2907)  (4983,2857)  (5135,2770)  (5173,2897)  (5012,2962)  (4933,2920)  (4920,2872)  | overflowToLeft=true


Transdanubia  (6258,2755)  (6198,2767)  (6325,2755)  (6360,2725)  (6232,2640)  (6162,2700)  | overflowToLeft=true


Transylvania  (6475,2735)  (6480,2648)  (6540,2625)  (6530,2750)  | overflowToLeft=false
Trebizond  (7223,3206)  (7163,3253)  (7163,3198)  (7283,3182)  (7283,3237)  (7103,3254)  (7103,3199)  (7343,3179)  (7343,3234)  (7043,3234)  (7403,3184)  (7463,3176)  | overflowToLeft=false
Tripoli-W.Tripolitania  (5595,4118)  (5608,4173)  (5548,4173)  (5535,4118)  (5655,4066)  | overflowToLeft=false
Troms-Finnmark  (6449,489)  (6527,476)  (6602,456)  (6697,396)  | overflowToLeft=false
Trondheim  (6155,700)  (6070,668)  (6195,735)  (6045,810)  | overflowToLeft=true
Trucial Coast  (8181,4150)  (8208,4095)  (8241,4150)  (8154,4211)  (8094,4239)  (8034,4256)  | overflowToLeft=false
Truk-Coraline Is.  (13102,5173)  (13092,5239)  (12991,5228)  (12924,5180)  (12838,5196)  (13185,5228)  (13261,5251)  (13139,5300)  (12794,5250)  | overflowToLeft=false
Tsagaan Olom  (9938,2484)  (9992,2539)  (9932,2539)  (9886,2429)  (9946,2429)  (9878,2484)  (9998,2484)  (10006,2426)  (10018,2594)  (10052,2539)  (9818,2499)  (10058,2481)  (10018,2649)  (9758,2501)  (9698,2500)  | overflowToLeft=false
Tsinghai  (9763,2901)  (9756,2991)  (9664,2986)  (9558,2939)  (9482,2877)  (9471,2795)  (9545,2737)  (9650,2778)  | overflowToLeft=false
Tula  (7406,2173)  (7460,2228)  (7400,2228)  (7369,2118)  (7429,2118)  (7346,2173)  (7466,2173)  (7340,2238)  (7489,2092)  (7286,2171)  (7526,2151)  | overflowToLeft=false
Tunis-Tunisia  (5357,3874)  (5438,3861)  (5467,3928)  (5463,3998)  (5468,4067)  (5403,4112)  (5374,4040)  (5321,3942)  (5391,3979)  | overflowToLeft=true
Turkmenistan  (8507,3052)  (8561,3107)  (8501,3107)  (8451,2997)  (8511,2997)  (8447,3052)  (8567,3052)  (8571,2988)  (8441,3117)  (8616,3162)  (8556,3162)  (8396,2942)  (8456,2942)  (8621,3107)  (8391,2997)  (8387,3062)  (8516,2933)  | overflowToLeft=false
Tver  (7406,1647)  (7392,1702)  (7420,1592)  (7332,1720)  | overflowToLeft=false


S.Austria  (5957,2646)  (6037,2680)  (6095,2665)  (6187,2610)  (6114,2610)  (5885,2654)  (5815,2662)  | overflowToLeft=true


Tyumen  (8570,1559)  (8624,1614)  (8564,1614)  (8514,1504)  (8574,1504)  (8510,1559)  (8630,1559)  (8634,1495)  (8504,1624)  (8679,1669)  (8619,1669)  (8479,1449)  (8539,1449)  (8684,1614)  (8450,1569)  (8599,1440)  (8659,1440)  | overflowToLeft=false
Ubangi Sheri  (6048,5282)  (5961,5356)  (6311,5322)  (6343,5224)  (6261,5155)  (6140,5206)  | overflowToLeft=false
Udon Thani  (10505,4594)  (10485,4525)  (10463,4424)  (10387,4424)  (10380,4495)  | overflowToLeft=false
Uelen  (13727,682)  (13775,755)  (13863,814)  (13938,857)  (13977,779)  (14039,728)  (13850,611)  (13733,567)  | overflowToLeft=false
Uganda  (6702,5537)  (6756,5592)  (6696,5592)  (6646,5482)  (6706,5482)  (6642,5537)  (6762,5537)  (6636,5602)  (6772,5647)  (6712,5647)  (6622,5427)  (6682,5427)  (6652,5657)  (6822,5590)  (6660,5712)  | overflowToLeft=false
Ulaanbaatar  (10467,2475)  (10521,2530)  (10461,2530)  (10411,2420)  (10407,2475)  (10527,2448)  (10401,2533)  (10587,2445)  (10341,2530)  (10647,2424)  (10707,2434)  | overflowToLeft=false
Upper Egypt  (6955,4492)  (7009,4547)  (6949,4547)  (6899,4437)  (6959,4437)  (6895,4492)  (7015,4492)  (6889,4557)  (7056,4602)  (6996,4602)  (6936,4612)  (6876,4612)  (6829,4557)  (6816,4630)  | overflowToLeft=false
Upper Volta  (5053,4938)  (5107,4993)  (5047,4993)  (4997,4883)  (5057,4883)  (4993,4938)  (5113,4938)  (5117,4874)  (4987,5003)  (5167,4993)  (4933,4948)  (5173,4929)  (4927,5025)  (5227,4984)  (4873,4970)  (5233,4929)  (4867,5033)  | overflowToLeft=false
Uruguay  (2046,6378)  (1986,6394)  (2106,6360)  | overflowToLeft=false
Urumchi-Kansu  (9383,2502)  (9437,2557)  (9377,2557)  (9327,2447)  (9387,2447)  (9323,2502)  (9443,2502)  (9447,2438)  (9317,2567)  (9492,2612)  (9432,2612)  (9272,2392)  (9332,2392)  (9497,2557)  (9267,2447)  (9263,2512)  (9372,2622)  | overflowToLeft=false
Utah  (16416,2427)  (16470,2482)  (16410,2482)  (16360,2372)  (16420,2372)  (16356,2427)  (16476,2427)  (16480,2363)  (16350,2492)  (16525,2537)  (16465,2537)  (16324,2317)  (16384,2317)  (16444,2308)  (16405,2547)  (16345,2547)  | overflowToLeft=false
Uzbekistan  (8606,2819)  (8660,2874)  (8600,2874)  (8550,2764)  (8546,2819)  (8666,2804)  (8715,2929)  (8655,2929)  (8491,2709)  (8720,2859)  (8490,2764)  (8486,2826)  (8775,2914)  (8775,2969)  (8431,2709)  (8780,2859)  (8430,2771)  | overflowToLeft=false
Valencia  (4780,3398)  (4799,3332)  (4756,3453)  (4790,3277)  | overflowToLeft=false
Vancouver-W.British Columbia  (15934,1641)  (15892,1586)  (15952,1586)  (15993,1696)  (15994,1641)  (16012,1566)  (15869,1531)  (15929,1531)  (16052,1751)  (16053,1696)  (16054,1621)  (15853,1476)  (15913,1476)  (16112,1751)  (16113,1695)  | overflowToLeft=false
Varna  (6710,3127)  (6685,3070)  (6610,3081)  (6610,3220)  (6610,3170)  | overflowToLeft=false
Venice-Trieste  (5764,2759)  (5741,2814)  (5824,2726)  | overflowToLeft=false
Veracruz  (249,3654)  (273,3709)  (236,3599)  | overflowToLeft=false
Vichy  (5166,2651)  (5170,2577)  (5237,2610)  (5330,2628)  (5349,2700)  (5315,2795)  (5250,2835)  (5231,2745)  (5211,2695)  (5305,2745)  | overflowToLeft=false
Victoria  (15923,1710)  | overflowToLeft=false
N.Austria  (6220,2527)  (6165,2530)  (6100,2530)  (6033,2525)  (6105,2435)  (6203,2465)  | overflowToLeft=false
Vilna  (6832,1909)  (6768,1942)  (6830,1966)  (6763,1998)  (6776,2059)  (6812,2017)  (6733,1971)  | overflowToLeft=true
Virginia  (1187,2560)  (1127,2569)  (1247,2553)  (1303,2559)  (1063,2576)  (1011,2580)  | overflowToLeft=false
Vitebsk  (7047,1826)  (7101,1881)  (7041,1881)  (6991,1771)  (7051,1771)  (6987,1826)  (7107,1826)  (7111,1762)  (7156,1936)  (7089,1937)  (7173,1988)  | overflowToLeft=false
Vladivostok  (11565,2533)  (11575,2478)  (11625,2533)  | overflowToLeft=false
Vologda  (7472,1182)  (7526,1237)  (7466,1237)  (7475,1127)  (7412,1182)  (7532,1182)  (7535,1119)  (7406,1247)  (7352,1192)  (7592,1174)  (7346,1258)  (7652,1154)  (7652,1209)  (7712,1149)  | overflowToLeft=false
Vyborg  (6877,1126)  (6821,1181)  (6842,1071)  (6902,1071)  (6817,1126)  (6937,1126)  (6938,1181)  | overflowToLeft=false
W.Algerian-Sahara  (4783,4294)  (4838,4372)  (5052,4511)  (5163,4548)  (5195,4466)  (5138,4359)  (5029,4324)  (4933,4313)  (4858,4305)  (4693,4289)  (4617,4232)  (4535,4181)  | overflowToLeft=true
W.Tibet  (9405,3426)  (9491,3484)  (9564,3390)  (9326,3356)  (9284,3280)  (9365,3213)  (9457,3154)  | overflowToLeft=false
Wake Is.  (13934,4305)  | overflowToLeft=false
Wales  (4785,1598)  (4802,1655)  (4704,1693)  (4818,1721)  (4740,1644)  (4730,1729)  | overflowToLeft=true


Wallachia  (6563,2845)  (6430,2860)  (6490,2860)  (6370,2840)  (6412,2785)  | overflowToLeft=true


Poland  (6410,2170)  (6490,2175)  (6453,2125)  (6457,2060)  (6491,2014)  (6533,2130)  | overflowToLeft=false
Washington D.C.  (1146,2453)  (1208,2492)  (1138,2404)  (1169,2362)  (1260,2413)  (1275,2478)  | overflowToLeft=false
Rhineland  (5620,2365)  (5620,2305)  (5553,2315)  (5545,2245)  (5620,2249)  (5658,2140)  (5535,2141)  (5585,2088)  (5660,2095)  | overflowToLeft=false
Windhoek  (5904,6723)  (5958,6778)  (5898,6778)  (5848,6668)  (5908,6668)  (5844,6723)  (5964,6723)  (5968,6659)  (5838,6788)  (6013,6833)  (5953,6833)  (6018,6778)  (5788,6668)  (5787,6613)  (5784,6733)  (5946,6604)  (6006,6604)  | overflowToLeft=false
Windward Is.  (1924,4240)  | overflowToLeft=false
Winnipeg  (14,1586)  (15,1688)  (23,1769)  (120,1808)  (152,1709)  (154,1607)  (162,1475)  (22,1466)  (88,1353)  | overflowToLeft=false
Wisconsin-Minnesota  (730,1989)  (637,1988)  (544,1978)  (497,1909)  (516,2072)  (522,2158)  (540,2245)  (621,2244)  (711,2197)  (715,2096)  | overflowToLeft=false
Wuhan  (10806,3567)  (10788,3496)  (10716,3546)  (10719,3610)  (10813,3637)  (10715,3470)  (10697,3400)  (10696,3329)  (10785,3389)  (10853,3346)  (10871,3415)  (10920,3452)  | overflowToLeft=false
Wyoming  (16630,2191)  (16684,2246)  (16624,2246)  (16574,2136)  (16634,2136)  (16570,2191)  (16690,2191)  (16694,2127)  (16564,2256)  (16744,2246)  (16514,2136)  (16510,2201)  (16750,2182)  (16754,2112)  | overflowToLeft=false
Yakutia  (11287,1027)  (11317,1138)  (11414,1196)  (11597,1236)  (11679,1148)  (11709,1014)  (11629,899)  (11513,825)  (11369,805)  (11269,898)  (11165,993)  (11158,1109)  (11197,1196)  | overflowToLeft=false
Yakutsk  (11222,1529)  (11276,1584)  (11216,1584)  (11166,1474)  (11226,1474)  (11162,1529)  (11282,1529)  (11286,1465)  (11156,1594)  (11325,1639)  (11265,1639)  (11111,1419)  (11171,1419)  (11336,1584)  (11106,1474)  (11102,1539)  | overflowToLeft=false
Yamalia  (8874,720)  (8928,775)  (8868,775)  (8919,665)  (8934,720)  (8808,785)  (8808,730)  (8779,626)  (8979,633)  (8988,775)  (8994,688)  (8748,798)  (8748,743)  (8724,571)  (8719,660)  (9030,560)  (8877,557)  (8937,552)  (9054,681)  | overflowToLeft=false
Yanaon  (9311,4263)  | overflowToLeft=false
Yaroslavl  (7657,1304)  (7711,1359)  (7651,1359)  (7597,1304)  (7717,1265)  (7591,1361)  (7769,1210)  (7777,1265)  (7531,1402)  (7531,1347)  (7778,1155)  (7493,1457)  (7829,1210)  (7838,1153)  (7471,1402)  (7471,1347)  | overflowToLeft=false
Yucatan  (664,3556)  (744,3542)  (739,3634)  (738,3703)  (648,3755)  (603,3692)  (608,3612)  | overflowToLeft=false
Yukon  (15713,970)  (15782,1064)  (15888,1126)  (16043,1145)  (16156,1078)  (16163,944)  (16059,840)  (15893,834)  (15744,853)  | overflowToLeft=false
Yunnan  (9979,3815)  (10021,3751)  (10002,3683)  (10068,3834)  (10174,3960)  (10264,3930)  (10279,3844)  (10353,3796)  (10419,3802)  (10268,3991)  (10154,3885)  (10140,3812)  | overflowToLeft=false
Yuzhny-Novaya Zemlya  (8045,295)  (7985,343)  (8105,268)  (7945,398)  (8165,251)  (7952,453)  (7885,422)  | overflowToLeft=false
